uniqueid,farmid,Name_Availablity_Code,Telephone_Availablity_Code,address_Availablity_Code,crop_Availablity_Code,email_Availablity_Code,livestock_Availablity_Code,Crops_Name,LiveStock_name,state,city,zipcode,latitude,longitude,Owner_operator_type,rural_flag,total_farm_exact_acres
13206,F21000118022,1,1,1,1,NULL,NULL,COTTON,NULL,CT,NEW HAVEN,6511,41.3183,72.9264,,NULL,NULL
13229,F21000799931,1,1,1,1,1,NULL,WHEAT,NULL,CT,NEW HAVEN,6511,41.3183,72.9264,,NULL,NULL
13247,F11000788052,1,NULL,1,1,NULL,NULL,RICE,NULL,CT,EAST HAVEN,6512,41.2803,72.8732,,NULL,NULL
13258,F11000843056,NULL,NULL,1,1,NULL,NULL,"CORN,ALFALFA,FORAGE",NULL,CT,NEW HAVEN,6513,41.3223,72.861,,NULL,119
13276,F11000644804,1,NULL,1,1,1,NULL,GRASS,NULL,CT,HAMDEN,6514,41.372,72.9418,,NULL,NULL
13300,F11000831486,NULL,NULL,1,1,NULL,NULL,BARLEY,NULL,CT,NEW HAVEN,6515,41.3258,72.9705,,NULL,NULL
13318,F11000633242,1,1,1,1,1,NULL,WHEAT,NULL,CT,WEST HAVEN,6516,41.2716,72.9666,,NULL,NULL
7311,F00000907490,1,1,1,1,NULL,NULL,WHEAT,NULL,ME,CORINNA,4928,44.935,69.2172,,1,735
7328,F21000389682,1,1,1,1,1,NULL,COTTON,NULL,ME,DEXTER,4930,45.0196,69.2829,,1,NULL
7344,F31000590702,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,ME,DEXTER,4930,45.0196,69.2829,,NULL,NULL
7363,F00000311410,NULL,NULL,1,1,NULL,NULL,WHEAT,NULL,ME,EUSTIS,4936,45.4008,70.6309,,NULL,NULL
7375,F01000371977,1,NULL,1,1,NULL,NULL,WHEAT,NULL,ME,FAIRFIELD,4937,44.6391,69.6765,,1,NULL
7383,F21000358610,1,1,1,1,NULL,1,,"DAIRY,SHEEP,CATTLE",ME,FAIRFIELD,4937,44.6391,69.6765,,1,NULL
7403,F90000733756,1,NULL,1,1,1,NULL,,NULL,ME,FARMINGTON,4938,44.6583,70.1012,,1,NULL
7425,F11000336600,1,1,1,1,1,NULL,"CORN,GRASS",NULL,ME,FARMINGTON,4938,44.6583,70.1012,,1,65
7435,F11000065019,1,NULL,1,1,1,NULL,"CORN,GRAIN,ROOTS TUBEROUS VEGETABLES,FORAGE,FRUITING AND FLOWERING VEGETABLE,PODDED VEGETABLES,MELONS,SEEDS,GRAIN PLUS",NULL,ME,FARMINGTON,4938,44.6583,70.1012,,1,7
7453,F21000546745,NULL,NULL,1,1,NULL,NULL,"FORAGE,GRASS",NULL,ME,FARMINGTON,4938,44.6583,70.1012,,NULL,227
7467,F00000812800,1,NULL,1,1,NULL,NULL,CORN,NULL,ME,FARMINGTON FALLS,4940,44.6205,70.0758,,NULL,NULL
7480,F31000483102,1,1,1,1,NULL,NULL,ORGANIC FARMERS,NULL,ME,FREEDOM,4941,44.4643,69.3069,,1,NULL
7490,F00000885610,1,1,1,1,1,1,"ALFALFA,FORAGE,GRASS","DAIRY,CATTLE",ME,HARMONY,4942,45.0644,69.6033,,1,247
7539,F00000417110,1,1,1,1,NULL,NULL,"CORN,FORAGE,GRASS",NULL,ME,MADISON,4950,44.8319,69.8044,,1,57
7547,F00000302510,1,1,1,1,NULL,1,FORAGE,"DAIRY,CATTLE",ME,MONROE,4951,44.5925,69.0455,,1,237
7563,F00000504410,1,NULL,1,1,NULL,1,,"DAIRY,CATTLE",ME,MORRILL,4952,44.4103,69.1515,,1,3
7579,F11000418573,1,1,1,1,1,NULL,"TREE FRUIT,GRASS,BARLEY,APPLE",NULL,ME,NEWPORT,4953,44.8367,69.2586,,1,110
7598,F00000843800,1,NULL,1,1,1,NULL,"CORN,FORAGE",NULL,ME,NEW SHARON,4955,44.615,69.987,,1,364
7613,F00000748610,1,1,1,1,1,1,"FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS,GRASS",DAIRY,ME,NEW VINEYARD,4956,44.8057,70.1128,,1,265
7644,F21000563525,1,1,1,1,NULL,NULL,"FORAGE,GRASS,BARLEY",NULL,ME,NORRIDGEWOCK,4957,44.6623,69.8656,,1,55
7666,F11000775334,1,NULL,1,1,1,NULL,GRASS,NULL,MA,ROCKPORT,1966,42.6548,70.6236,,NULL,14
7681,F00000808410,1,NULL,1,1,NULL,1,"FORAGE,GRASS",CATTLE,ME,PALMYRA,4965,44.8573,69.3696,,1,102
7703,F31000802012,NULL,1,1,1,NULL,NULL,ORGANIC FARMERS,NULL,ME,AVON,4966,44.8921,70.379,,1,NULL
7724,F00000510700,1,1,1,1,1,1,"FORAGE,GRASS",CATTLE,ME,PITTSFIELD,4967,44.7813,69.4377,,1,115
7734,F70000630056,1,NULL,1,1,1,NULL,"CORN,SOYBEAN,BARLEY",NULL,ME,KENTS HILL,4349,44.4361,70.0741,,NULL,253
7755,F00000683140,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE",NULL,ME,SAINT ALBANS,4971,44.9345,69.3908,,1,NULL
7774,F21000432932,NULL,NULL,1,1,NULL,NULL,CORN,NULL,ME,SKOWHEGAN,4976,44.8163,69.6519,,1,NULL
7804,F31000936702,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,ME,SKOWHEGAN,4976,44.8163,69.6519,,1,NULL
7819,F00000390847,1,NULL,1,1,NULL,1,,SHEEP,WV,RIPLEY,25271,38.8125,81.6945,,NULL,212
7842,F11000652498,1,1,1,1,1,NULL,SOYBEAN,NULL,ME,STRONG,4983,44.8564,70.2117,,1,NULL
7861,F00000458020,1,1,1,1,NULL,1,"FORAGE,GRASS","DAIRY,CATTLE",ME,THORNDIKE,4986,44.5814,69.2435,,1,209
7875,F00000324800,1,NULL,1,1,NULL,1,"CORN,FORAGE,GRASS","DAIRY,CATTLE",ME,THORNDIKE,4986,44.5814,69.2435,,1,294
7897,F00000549620,1,1,1,1,1,NULL,SOYBEAN,NULL,ME,NORTH ANSON,4958,44.9516,69.9465,,NULL,NULL
7931,F00000121030,1,1,1,1,NULL,1,,CATTLE,VT,WHITE RIVER JUNCTION,5001,43.6542,72.3994,,NULL,NULL
7949,F00000212420,1,NULL,1,1,NULL,1,,"DAIRY,CATTLE",VT,BRADFORD,5033,44.0089,72.1564,,1,NULL
7965,F31000983502,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,BROOKFIELD,5036,44.0309,72.5933,,1,NULL
7994,F01000524579,1,1,1,1,NULL,1,"CORN,FORAGE,ORGANIC FARMERS","DAIRY,CATTLE",VT,CHELSEA,5038,44.0071,72.4957,,1,401
8009,F31000729261,1,NULL,1,1,1,NULL,SOYBEAN,NULL,VT,CORINTH,5039,44.0361,72.2949,,1,3
8025,F31000867002,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,EAST RYEGATE,5042,44.1959,72.0788,,1,NULL
8060,F00000156320,1,1,1,1,NULL,1,"CORN,ALFALFA,FORAGE,GRASS,BARLEY","DAIRY,CATTLE",VT,FAIRLEE,5045,43.9127,72.1951,,1,66
8075,F00000042820,1,1,1,1,NULL,1,CORN,GOATS,VT,GROTON,5046,44.2342,72.2619,,1,NULL
8086,F00000283211,NULL,NULL,1,1,NULL,1,"CORN,SOYBEAN,WHEAT,GRAIN,OATS,FORAGE,SEEDS,GRAIN PLUS","DAIRY,CATTLE",VT,NEWBURY,5051,44.0766,72.0896,,1,207
8095,F00000854601,1,1,1,1,1,1,"CORN,ALFALFA,FORAGE",DAIRY,VT,NORTH HARTLAND,5052,43.5975,72.3501,,1,9
8108,F90000771388,1,1,1,1,NULL,NULL,WHEAT,NULL,VT,NORWICH,5055,43.7524,72.318,,NULL,NULL
8119,F00000078920,1,NULL,1,1,1,1,"CORN,ALFALFA,FORAGE,BARLEY","DAIRY,CATTLE",VT,RANDOLPH,5060,43.9694,72.6877,,1,142
8144,F00000798420,1,1,1,1,NULL,1,,CATTLE,VT,RANDOLPH,5060,43.9694,72.6877,,1,4
13732,F21000819179,1,1,1,1,1,NULL,SOYBEAN,NULL,CT,DARIEN,6820,41.0804,73.4823,,NULL,57
13765,F31000208911,NULL,NULL,1,1,NULL,NULL,"CORN,WHEAT",NULL,CT,GREENWICH,6830,41.0502,73.6235,,NULL,NULL
13779,F30000422431,1,1,1,1,1,NULL,"WHEAT,COTTON,GRASS",NULL,CT,GREENWICH,6831,41.0864,73.6612,,1,243
13791,F90000968447,1,1,1,1,1,NULL,GRASS,NULL,FL,PINECREST,33156,25.6668,80.2981,,NULL,NULL
13808,F21000788262,1,1,1,1,1,NULL,SOYBEAN,NULL,CT,NORWALK,6850,41.1272,73.4433,,NULL,NULL
13814,F11000508599,1,NULL,1,1,NULL,NULL,WHEAT,NULL,CT,NORWALK,6851,41.1388,73.4037,,NULL,NULL
13822,F10000899572,1,NULL,1,1,1,NULL,"CORN,SOYBEAN,TOBACCO,GRASS",NULL,SC,BLUFFTON,29910,32.2133,80.9033,,1,155
13832,F11000261521,1,NULL,1,1,NULL,NULL,WHEAT,NULL,CT,NORWALK,6855,41.1001,73.3971,,NULL,NULL
13854,F21000360092,1,1,1,1,1,NULL,GRASS,NULL,CT,GREENWICH,6830,41.0502,73.6235,,NULL,NULL
13877,F60000240338,1,1,1,1,NULL,NULL,GRASS,NULL,CT,WESTPORT,6880,41.1454,73.3462,,NULL,29
13909,F90000431848,NULL,NULL,1,1,NULL,NULL,WHEAT,NULL,CT,WILTON,6897,41.207,73.4401,,NULL,204
13931,F20000697006,1,NULL,1,1,NULL,NULL,WHEAT,NULL,CT,STAMFORD,6902,41.061,73.5493,,NULL,NULL
13956,F01000318480,1,1,1,1,NULL,NULL,COTTON,NULL,NJ,BAYONNE,7002,40.6645,74.1108,,NULL,NULL
13964,F10000317001,1,NULL,1,1,NULL,NULL,WHEAT,NULL,NJ,BLOOMFIELD,7003,40.8099,74.187,,NULL,NULL
13989,F00000064215,1,1,1,1,NULL,NULL,"SOYBEAN,OATS,FORAGE",NULL,NJ,FAIRFIELD,7004,40.8825,74.3043,,NULL,NULL
9485,F00000100920,1,NULL,1,1,1,NULL,SOYBEAN,NULL,VT,RICHFORD,5476,44.959,72.6873,,1,NULL
9506,F00000715220,1,1,1,1,NULL,1,,CATTLE,VT,MIDDLEBURY,5753,43.9961,73.1846,,1,NULL
9530,F90000517375,1,1,1,1,1,NULL,"ALFALFA,FORAGE",NULL,VT,SAINT JOHNSBURY,5819,44.4161,71.9767,,1,78
9537,F00000113211,NULL,NULL,1,1,NULL,1,"CORN,SOYBEAN,ALFALFA,OATS,FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS,GRASS,BARLEY","DAIRY,CATTLE",VT,RICHMOND,5477,44.3856,73.0087,,1,976
9545,F00000048111,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,GRASS","DAIRY,CATTLE",VT,SAINT ALBANS,5478,44.8111,73.0813,,1,294
9562,F90000251829,1,NULL,1,1,1,1,"CORN,ALFALFA,FORAGE","DAIRY,CATTLE",VT,SAINT ALBANS,5478,44.8111,73.0813,,1,134
9580,F31000917702,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,SAINT ALBANS,5478,44.8111,73.0813,,NULL,NULL
9589,F00000524211,NULL,NULL,1,1,NULL,1,"FORAGE,GRASS","DAIRY,CATTLE",VT,SAINT ALBANS,5478,44.8111,73.0813,,1,91
9611,F00000607420,1,NULL,1,1,1,NULL,FORAGE,NULL,VT,SAINT ALBANS,5478,44.8111,73.0813,,1,NULL
9636,F11000002658,NULL,NULL,1,1,NULL,NULL,"CORN,SOYBEAN,WHEAT,GRASS",NULL,VT,SHELBURNE,5482,44.3848,73.2103,,1,144
9684,F00000469420,1,NULL,1,1,NULL,1,"CORN,FORAGE",CATTLE,VT,HIGHGATE CENTER,5459,44.958,72.9958,,NULL,9
9710,F00000414320,1,1,1,1,NULL,1,"CORN,FORAGE,GRASS",CATTLE,VT,STARKSBORO,5487,44.2287,72.9928,,1,133
9720,F00000628820,1,NULL,1,1,NULL,NULL,,NULL,VT,SWANTON,5488,44.9002,73.1493,,1,NULL
9730,F00000692520,1,NULL,1,1,1,1,"CORN,ALFALFA,FORAGE",CATTLE,VT,SWANTON,5488,44.9002,73.1493,,1,NULL
9744,F31000143012,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,SWANTON,5488,44.9002,73.1493,,1,NULL
9754,F00000152030,1,1,1,1,NULL,NULL,GRASS,NULL,VT,SWANTON,5488,44.9002,-73.1493,,1,NULL
9763,F01000204579,1,1,1,1,NULL,1,"FORAGE,GRASS","DAIRY,CATTLE",VT,SWANTON,5488,44.9002,73.1493,,1,88
9778,F01000830459,1,1,1,1,NULL,1,"FORAGE,ORGANIC FARMERS","DAIRY,CATTLE",VT,SWANTON,5488,44.9002,73.1493,,1,233
9805,F31000538102,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,UNDERHILL,5489,44.5378,72.8938,,1,NULL
9818,F00000004211,NULL,NULL,1,1,NULL,1,"CORN,GRAIN,FORAGE,GRAIN PLUS,GRASS,BARLEY","DAIRY,CATTLE",VT,VERGENNES,5491,44.0804,73.3324,,1,491
9855,F00000745030,1,NULL,1,1,1,1,"CORN,GRAIN,FORAGE,GRAIN PLUS,BARLEY","DAIRY,CATTLE",VT,NEW HAVEN,5472,44.1133,73.1748,,1,215
9873,F00000196111,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE,BARLEY",NULL,VT,VERGENNES,5491,44.0804,73.3324,,1,NULL
9888,F01000677279,1,NULL,1,1,NULL,NULL,,NULL,NY,CHATEAUGAY,12920,44.826,74.0746,,1,37
9912,F21000784217,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,GRASS,BARLEY",DAIRY,VT,VERGENNES,5491,44.0804,73.3324,,1,291
9924,F00000237610,1,1,1,1,NULL,1,"CORN,FORAGE,GRASS,BARLEY","DAIRY,CATTLE",VT,VERGENNES,5491,44.0804,73.3324,,1,231
9938,F00000575720,1,1,1,1,NULL,1,"FORAGE,GRASS",CATTLE,VT,WESTFORD,5494,44.6144,72.9935,,1,96
9950,F31000511170,NULL,NULL,1,1,NULL,NULL,WHEAT,NULL,VT,WILLISTON,5495,44.4289,73.0926,,1,9
9978,F31000502302,1,NULL,1,1,1,NULL,ORGANIC FARMERS,NULL,VT,MONTPELIER,5602,44.2861,72.6004,,1,NULL
9997,F00000476620,1,1,1,1,NULL,NULL,FORAGE,NULL,VT,MONTPELIER,5602,44.2861,72.6004,,1,96
10004,F00000801421,1,1,1,1,1,NULL,TOBACCO,NULL,VT,TUNBRIDGE,5077,43.9133,72.472,,1,NULL
10018,F11000964459,1,1,1,1,NULL,1,BARLEY,CATTLE,VT,MARSHFIELD,5658,44.3154,72.3611,,NULL,NULL
10043,F31000762202,1,NULL,1,1,1,NULL,ORGANIC FARMERS,NULL,VT,BARRE,5641,44.1738,72.4252,,1,NULL
10053,F21000420857,1,NULL,1,1,NULL,NULL,WHEAT,NULL,VT,CABOT,5647,44.4018,72.2973,,NULL,NULL
10066,F90000210766,1,1,1,1,NULL,1,FORAGE,"DAIRY,CATTLE",VT,CABOT,5647,44.4018,72.2973,,1,9
9770,F00000010211,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,BARLEY","DAIRY,CATTLE",VT,SWANTON,5488,44.9002,73.1493,,1,126
10032,F21000915101,NULL,NULL,1,1,NULL,1,,DAIRY,VT,BARRE,5641,44.1738,72.4252,,1,23
10151,F00000068604,1,NULL,1,1,NULL,1,,SHEEP,VT,JOHNSON,5656,44.6472,72.6854,,1,4
2568,F00000125590,1,NULL,1,1,NULL,1,CORN,DAIRY,MA,FAIRHAVEN,2719,41.6398,70.8717,,NULL,209
2579,F00000598211,1,1,1,1,NULL,1,,DAIRY,MA,FALL RIVER,2723,41.6927,71.1316,,NULL,6
2935,F90000304078,1,1,1,1,1,1,"CORN,FORAGE,BARLEY","DAIRY,CATTLE",RI,NORTH SCITUATE,2857,41.8328,71.633,,1,97
3407,F00000471500,1,NULL,1,1,NULL,1,,"GOATS,CATTLE",NH,HILLSBOROUGH,3244,43.1281,71.9266,,NULL,NULL
3764,F00000998100,1,1,1,1,NULL,1,,SHEEP,NH,PITTSBURG,3592,45.1081,71.25,,1,9
3808,F00000017200,1,1,1,1,NULL,1,,CATTLE,NH,CHARLESTOWN,3603,43.2437,72.3854,,NULL,9
3969,F01000712758,1,1,1,1,1,1,"CORN,ALFALFA,FORAGE","DAIRY,CATTLE",NH,MONROE,3771,44.2815,72.0093,,1,100
4380,F00000024381,1,NULL,1,1,1,1,BARLEY,SHEEP,ME,BOWDOINHAM,4008,44.0464,69.919,,1,NULL
4496,F00000168600,1,1,1,1,NULL,1,FORAGE,CATTLE,ME,HIRAM,4041,43.8708,70.8482,,1,23
4629,F01000746395,1,1,1,1,NULL,1,,CATTLE,ME,PORTLAND,4106,43.6314,70.2859,,NULL,6
5092,F01000308335,1,1,1,1,1,1,,"GOATS,CATTLE",ME,LITCHFIELD,4350,44.1599,69.9476,,1,4
5242,F00000242610,1,1,1,1,1,1,,"SHEEP,CATTLE",ME,BUCKSPORT,4416,44.6408,68.7455,,1,NULL
5310,F00000989610,1,1,1,1,1,1,"CORN,OATS,FORAGE,GRASS,BARLEY","DAIRY,CATTLE",ME,DOVER FOXCROFT,4426,45.2129,69.1615,,1,296
7054,F00000795910,1,1,1,1,1,1,"FORAGE,BERRIES,GRASS,BARLEY",CATTLE,ME,LINCOLNVILLE,4849,44.313,69.0897,,1,82
7336,F11000608454,1,1,1,1,1,1,,SHEEP,ME,DEXTER,4930,45.0196,69.2829,,1,7
11767,F00000895030,1,1,1,1,NULL,1,,"DAIRY,CATTLE",VT,SUTTON,5867,44.6632,72.0391,,1,8
11870,F00000478920,1,1,1,1,1,1,"FORAGE,GRASS,BARLEY","DAIRY,CATTLE",VT,WESTFIELD,5874,44.8799,72.4718,,1,26
12592,F01000627964,NULL,NULL,1,1,NULL,1,"CORN,ALFALFA,FORAGE,GRASS",DAIRY,CT,MANSFIELD CENTER,6250,41.7742,72.196,,1,326
12956,F00000718522,NULL,NULL,1,1,NULL,1,,DAIRY,CT,EAST HADDAM,6423,41.466,72.3865,,1,6
11157,F00000563520,1,NULL,1,1,1,1,"CORN,FORAGE,GRASS",DAIRY,VT,CRAFTSBURY,5826,44.6462,72.3558,,1,47
11709,F00000183420,1,NULL,1,1,NULL,1,"FORAGE,GRASS","DAIRY,CATTLE",VT,ORLEANS,5860,44.7955,72.0983,,1,3838
11895,F00000972100,1,1,1,1,1,1,,"GOATS,CATTLE",VT,WEST GLOVER,5875,44.6943,72.2668,,1,4
11920,F11000559164,1,NULL,1,1,NULL,1,"CORN,GRAIN,ROOTS TUBEROUS VEGETABLES,FORAGE,GRAIN PLUS","DAIRY,GOATS,SHEEP,CATTLE",VT,GUILDHALL,5905,44.7348,71.6296,,NULL,387
12650,F00000457722,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,TREE FRUIT","DAIRY,SHEEP",CT,STORRS MANSFIELD,6269,41.8088,72.2487,,NULL,616
7934,F00000537321,1,NULL,1,1,NULL,1,FORAGE,CATTLE,VT,BARNARD,5031,43.7287,72.6197,,NULL,94
8062,F00000732662,1,NULL,1,1,NULL,1,,CATTLE,VT,FAIRLEE,5045,43.9127,72.1951,,1,NULL
8145,F00000373920,1,1,1,1,NULL,1,,CATTLE,VT,RANDOLPH,5060,43.9694,72.6877,,1,8
10083,F01000393579,NULL,NULL,1,1,NULL,NULL,SOYBEAN,NULL,VT,CALAIS,5648,44.3972,72.4783,,NULL,NULL
10087,F01000578189,1,NULL,1,1,1,1,,"DAIRY,CATTLE",VT,EAST BARRE,5649,44.1566,72.4462,,1,NULL
10096,F31000573002,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,EAST CALAIS,5650,44.3541,72.4394,,1,NULL
10121,F31000100102,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,HYDE PARK,5655,44.6312,72.5687,,1,NULL
9695,F00000711030,1,NULL,1,1,NULL,1,"CORN,FORAGE",CATTLE,VT,SOUTH HERO,5486,44.6397,73.3099,,NULL,94
9725,F01000845093,NULL,NULL,1,1,NULL,1,,CATTLE,VT,SWANTON,5488,44.9002,73.1493,,1,8
9748,F01000658189,1,1,1,1,1,1,,CATTLE,VT,SWANTON,5488,44.9002,73.1493,,1,NULL
9785,F00000697520,1,1,1,1,1,1,"CORN,FORAGE,GRASS","DAIRY,CATTLE",VT,SWANTON,5488,44.9002,73.1493,,1,244
9791,F31000555202,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,SWANTON,5488,44.9002,73.1493,,1,NULL
9809,F00000312420,1,1,1,1,NULL,1,,SHEEP,VT,UNDERHILL,5489,44.5378,72.8938,,1,23
9839,F11000226079,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,GRASS","DAIRY,CATTLE",VT,VERGENNES,5491,44.0804,73.3324,,1,420
9848,F00000779820,1,NULL,1,1,1,NULL,,NULL,VT,VERGENNES,5491,44.0804,73.3324,,1,7
9858,F01000314806,NULL,NULL,1,1,NULL,1,BARLEY,"DAIRY,CATTLE",VT,VERGENNES,5491,44.0804,73.3324,,1,17
9869,F31000466902,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,VERGENNES,5491,44.0804,73.3324,,1,NULL
9908,F31000070102,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,VERGENNES,5491,44.0804,73.3324,,1,NULL
9925,F00000387320,1,1,1,1,1,NULL,"WHEAT,GRAIN,SEEDS,GRAIN PLUS,APPLE",NULL,VT,VERGENNES,5491,44.0804,73.3324,,1,41
9937,F31000453012,1,1,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,WESTFORD,5494,44.6144,72.9935,,1,NULL
9955,F01000644330,1,1,1,1,1,NULL,WHEAT,NULL,VT,WILLISTON,5495,44.4289,73.0926,,1,NULL
9968,F31000145002,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,WILLISTON,5495,44.4289,73.0926,,1,NULL
9988,F31000694802,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,MONTPELIER,5602,44.2861,72.6004,,NULL,NULL
10014,F31000656602,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,BARRE,5641,44.1738,72.4252,,1,NULL
10030,F31000735002,NULL,NULL,1,1,NULL,NULL,"ORGANIC FARMERS,BARLEY",NULL,VT,BARRE,5641,44.1738,72.4252,,1,NULL
10040,F31000636902,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,BARRE,5641,44.1738,72.4252,,1,NULL
10074,F31000116702,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,CABOT,5647,44.4018,72.2973,,1,NULL
10082,F00000299531,1,NULL,1,1,NULL,1,,"DAIRY,CATTLE",VT,CABOT,5647,44.4018,72.2973,,1,3
10104,F21000680312,NULL,NULL,1,1,NULL,NULL,GRASS,NULL,VT,EAST MONTPELIER,5651,44.2812,72.4877,,NULL,NULL
10132,F00000515970,NULL,NULL,1,1,NULL,NULL,"FORAGE,GRASS",NULL,VT,HYDE PARK,5655,44.6312,72.5687,,1,199
10145,F11000828025,1,1,1,1,NULL,1,ORGANIC FARMERS,"DAIRY,CATTLE",VT,HYDE PARK,5655,44.6312,72.5687,,1,46
10167,F00000228115,1,1,1,1,1,1,GRASS,"DAIRY,CATTLE",VT,JOHNSON,5656,44.6472,72.6854,,1,169
10187,F21000337474,1,NULL,1,1,NULL,NULL,OATS,NULL,VT,MARSHFIELD,5658,44.3154,72.3611,,1,NULL
10203,F31000331802,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,MORRISVILLE,5661,44.5482,72.6315,,1,NULL
10213,F00000202420,1,NULL,1,1,1,NULL,CORN,NULL,VT,MORRISVILLE,5661,44.5482,72.6315,,1,5000
10220,F01000963416,1,1,1,1,1,NULL,GRASS,NULL,VT,WILLISTON,5495,44.4289,73.0926,,1,NULL
10230,F31000631602,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,MORRISVILLE,5661,44.5482,72.6315,,1,NULL
10272,F31000831502,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,SOUTH BARRE,5670,44.1679,72.5002,,NULL,NULL
10279,F31000896702,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,STOWE,5672,44.4815,72.7219,,NULL,NULL
10301,F01000045239,1,NULL,1,1,NULL,NULL,"CORN,GRAIN,FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,MELONS,SEEDS,GRAIN PLUS,HOME GARDEN",NULL,VT,WAITSFIELD,5673,44.1924,72.8443,,1,76
10311,F00000019920,1,1,1,1,1,1,,CATTLE,VT,WASHINGTON,5675,44.0671,72.4216,,1,NULL
10326,F31000738002,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,WATERBURY CENTER,5677,44.3956,72.7135,,1,NULL
10335,F30000118332,1,NULL,1,1,1,1,,SHEEP,VT,WILLIAMSTOWN,5679,44.1057,72.542,,1,6
10346,F00000879121,NULL,NULL,1,1,NULL,NULL,"OATS,FORAGE",NULL,VT,WILLIAMSTOWN,5679,44.1057,72.542,,1,41
10385,F00000051960,NULL,NULL,1,1,NULL,NULL,"CORN,SOYBEAN,FORAGE",NULL,VT,RUTLAND,5701,43.6369,72.9375,,1,93
10412,F31000997302,1,1,1,1,1,NULL,"ORGANIC FARMERS,BARLEY",NULL,VT,BRANDON,5733,43.8209,73.0875,,1,NULL
10428,F31000347350,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE,GRASS",NULL,VT,BRANDON,5733,43.8209,73.0875,,1,197
10458,F00000425030,1,NULL,1,1,1,1,"CORN,GRAIN,FORAGE,GRAIN PLUS,GRASS,BARLEY","DAIRY,CATTLE",VT,BRIDPORT,5734,43.9463,73.353,,1,664
10473,F90000406109,1,NULL,1,1,NULL,NULL,CORN,NULL,VT,BRIDPORT,5734,43.9463,73.353,,1,NULL
10482,F21000161704,1,NULL,1,1,NULL,NULL,FORAGE,NULL,VT,BRIDPORT,5734,43.9463,73.353,,1,42
10498,F00000775030,1,NULL,1,1,NULL,1,"CORN,GRAIN,FORAGE,GRAIN PLUS","DAIRY,CATTLE",VT,BRIDPORT,5734,43.9463,73.353,,1,112
10508,F01000917023,NULL,NULL,1,1,NULL,NULL,SOYBEAN,NULL,VT,BOMOSEEN,5732,43.6297,73.1988,,1,NULL
10533,F00000205211,NULL,NULL,1,1,NULL,1,"FORAGE,GRASS","DAIRY,CATTLE",VT,CUTTINGSVILLE,5738,43.5432,72.8545,,1,234
9973,F31000515802,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,MONTPELIER,5602,44.2861,72.6004,,NULL,NULL
9982,F11000076791,1,1,1,1,1,NULL,GRASS,NULL,VT,MONTPELIER,5602,44.2861,72.6004,,1,NULL
9987,F31000829261,1,1,1,1,1,NULL,"FORAGE,GRASS",NULL,NY,ELLENBURG DEPOT,12935,44.9334,73.7955,,1,96
10012,F31000514902,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,BARRE,5641,44.1738,72.4252,,1,NULL
10052,F31000398502,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,CABOT,5647,44.4018,72.2973,,NULL,NULL
10064,F31000355202,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,VT,CABOT,5647,44.4018,72.2973,,1,NULL
